Name,Platform,Year,Genre,Publisher,NA_,EU_,JP_,Other_,Global_,C_Score,U_Score,Rating
HotWheelsWorldRace,GC,2003,Racing,THQ,0.65,0.15,0,0,0.8,59,7,E
L.A.Rush,XB,2005,Racing,Midway Games,0.61,0.17,0,0.06,0.78,59,3,T
TomClancy'sGhostRecon,GC,2003,Shooter,Ubisoft,0.55,0.15,0,0,0.75,59,5.4,M
TheSpiderwickChronicles,X360,2008,Action,Vivendi Games,0.6,0.07,0,0.07,0.73,59,tbd,E10+
TopGun:CombatZones,GC,2002,Simulation,Titus,0.57,0.14,0,0,0.71,59,7.1,E
KingArthur,PS2,2004,Action,Konami Digital Entertainment,0.37,0.26,0,0.11,0.68,59,8,T
Lunar:DragonSong,DS,2005,Role-Playing,Rising Star Games,0.61,0,0,0.06,0.67,59,6.2,E10+
OpenSeason,X360,2006,Platform,Ubisoft,0.59,0,0,0.06,0.65,59,7.3,E10+
Eragon,PSP,2006,Action,Vivendi Games,0.59,0,0,0.06,0.65,59,tbd,T
TheGodfather:MobWars,PSP,2006,Action,Electronic Arts,0.53,0,0,0.06,0.59,59,7.9,M
UNO/Skip-Bo/UNOFreefall,DS,2006,Misc,Zoo Digital Publishing,0.59,0,0,0.06,0.59,59,tbd,E
Cabela'sDeerHunt2005Season,XB,2004,Sports,Activision,0.47,0.11,0,0,0.58,59,7.5,T
PryzmChapterOne:TheDarkUnicorn,PS2,2002,Adventure,TDK Mediactive,0.29,0.24,0,0.1,0.57,59,5.2,T
LegendsofWrestlingII,GC,2002,Fighting,Acclaim Entertainment,0.43,0.1,0,0,0.57,59,tbd,T
Murdered:SoulSuspect,PC,2014,Action,Square Enix,0,0.56,0,0,0.56,59,7.4,M
SpectralForce3,X360,2006,Role-Playing,Idea Factory,0.47,0,0,0.06,0.53,59,7.5,T
LineRider2:Unbound,DS,2008,Puzzle,Deep Silver,0.47,0,0,0.07,0.53,59,5.6,E
MobileLightForce2,PS2,2002,Shooter,Taito,0.24,0.19,0,0.05,0.52,59,tbd,E
TotalImmersionRacing,PS2,2002,Racing,Empire Interactive,0.24,0.19,0,0.05,0.52,59,tbd,E
Ballistic:Ecksvs.Sever,GBA,2002,Shooter,BAM! Entertainment,0.33,0.14,0,0,0.48,59,,
BloodyRoar4,PS2,2003,Fighting,Konami Digital Entertainment,0.25,0.2,0,0.05,0.45,59,8.6,M
BionicleHeroes,X360,2006,Shooter,Eidos Interactive,0.29,0.06,0,0.06,0.41,59,5.9,E10+
SpaceChimps,DS,2008,Platform,Brash Entertainment,0.33,0,0,0,0.4,59,tbd,E
FromTheAbyss,DS,2008,Role-Playing,Nobilis,0.4,0,0,0,0.4,59,8,E
ThePeanutsMovie:Snoopy'sGrandAdventure,PS4,2015,Action,Activision,0,0.25,0,0,0.38,59,6.6,E
Futurama,PS2,2003,Platform,SCi,0.2,0.15,0,0.05,0.35,59,6.6,T
TheFastandtheFurious,PS2,2006,Racing,Namco Bandai Games,0.18,0.12,0,0.06,0.35,59,6.6,T
HarryPotterandtheSorcerer'sStone,XB,2003,Action,Electronic Arts,0.25,0.1,0,0,0.35,59,6,E
XiaolinShowdown,PSP,2006,Action,Konami Digital Entertainment,0.29,0,0,0,0.35,59,tbd,E10+
MisterSlime,DS,2008,Action,SouthPeak Games,0.33,0,0,0,0.33,59,tbd,E
ArctheLad:EndofDarkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.16,0.11,0,0.05,0.32,59,4.2,T
SamuraiJack:TheShadowofAku,PS2,2004,Action,Sega,0.16,0.11,0,0.05,0.32,59,8.4,T
AmazingIsland,GC,2004,Strategy,Sega,0.21,0.05,0,0,0.32,59,6.6,E
ResidentEvil2,GC,2003,Action,Capcom,0.2,0.05,0,0,0.3,59,8.5,M
MLBSlugFest2006,XB,2006,Sports,Midway Games,0.24,0.06,0,0,0.29,59,tbd,E10+
TheChase:FelixMeetsFelicity,DS,2009,Action,Atari,0.29,0,0,0,0.29,59,tbd,E
Doom3BFGEdition,PC,2012,Shooter,Bethesda Softworks,0,0.18,0,0,0.27,59,5.3,M
Robotech:Invasion,XB,2004,Shooter,Global Star,0.21,0.05,0,0,0.26,59,tbd,T
Surf'sUp,PS3,2007,Sports,Ubisoft,0.19,0,0,0,0.25,59,5.1,E10+
Thrillville:OfftheRails,DS,2007,Strategy,LucasArts,0.19,0.06,0,0,0.25,59,6.2,E
StarWars:TheForceUnleashedII,PC,2010,Action,LucasArts,0.23,0,0,0,0.23,59,5.8,T
Hercules:TheLegendaryJourneys,N64,2000,Role-Playing,Titus,0.17,0.04,0,0,0.22,59,,
Driver:ParallelLines,Wii,2007,Racing,Ubisoft,0.06,0.06,0,0,0.19,59,6,M
WarJetz,PS2,2001,Shooter,3DO,0.09,0.09,0,0.05,0.18,59,5.5,T
HotPotato!,GBA,2001,Action,BAM! Entertainment,0.14,0.05,0,0,0.18,59,,
Garfield:ATaleofTwoKitties,DS,2006,Platform,Game Factory,0.18,0,0,0,0.18,59,tbd,E
Disney'sAladdin,GBA,2003,Platform,Capcom,0.1,0.05,0,0,0.15,59,tbd,E
ESPNNBA2Night2002,PS2,2002,Sports,Konami Digital Entertainment,0.1,0.05,0,0,0.14,59,tbd,E
EverBlue2,PS2,2002,Adventure,Capcom,0.1,0.05,0,0,0.14,59,7.5,E
MageKnight:Destiny'sSoldier,DS,2006,Strategy,Namco Bandai Games,0.12,0,0,0,0.12,59,7.1,E10+
RuleofRose,PS2,2006,Action,505 Games,0.06,0.06,0,0,0.12,59,8.6,M
Platypus,PSP,2006,Shooter,Funsta,0.12,0,0,0,0.12,59,tbd,E
Headhunter:Redemption,XB,2004,Action,Sega,0.11,0,0,0,0.11,59,6.8,M
SamuraiJack:TheShadowofAku,GC,2004,Action,Sega,0.05,0,0,0,0.11,59,tbd,T
MaximumCapacity:HotelGiant,PC,2002,Strategy,JoWood Productions,0,0.1,0,0,0.1,59,7.7,T
DisneySportsFootball,GC,2002,Sports,Konami Digital Entertainment,0.05,0,0,0,0.1,59,tbd,E
DavisCupTennis,GBA,2002,Sports,Ubisoft,0.05,0,0,0,0.1,59,tbd,E
SpeedKings,GC,2003,Racing,Acclaim Entertainment,0.05,0,0,0,0.1,59,tbd,E
Inversion,PC,2012,Shooter,Namco Bandai Games,0.09,0,0,0,0.09,59,6.7,M
AlterEgo,PC,1985,Simulation,Activision,0,0.08,0,0.03,0.08,59,5.8,T
WiiPlay,Wii,2006,Misc,Nintendo,82.12,54,17.24,16.71,170.12,58,6.6,E
CallofDuty:WorldatWarFinalFronts,PS2,2008,Shooter,Activision,4.07,1.2,0,6.27,11.47,58,,
MySimsKingdom,DS,2008,Simulation,Electronic Arts,5.33,3.93,0.07,1.07,10.33,58,tbd,E
DisneyPrincess:MagicalJewels,DS,2007,Adventure,Disney Interactive Studios,7,1.19,0,0.69,8.94,58,tbd,E
HelloKittyParty,DS,2007,Misc,Rising Star Games,4.88,3.19,0,0.75,8.81,58,tbd,E
EpicMickey2:ThePowerofTwo,Wii,2012,Action,Disney Interactive Studios,6.09,1.91,0,0.64,8.64,58,,
HarryPotterandtheSorcerer'sStone,GB,2001,Action,Electronic Arts,4.27,2.82,0.45,0.32,7.86,58,,
Imagine:FashionDesignerNewYork,DS,2008,Simulation,Ubisoft,4.33,2.13,0,0.67,7.13,58,tbd,E
Cars:Race-O-Rama,Wii,2009,Racing,THQ,4.36,2.07,0,0.64,7.07,58,tbd,E
LittlestPetShop:Winter,DS,2008,Simulation,Electronic Arts,3.87,2.07,0,0.67,6.53,58,tbd,E
WizardsofWaverlyPlace,DS,2009,Misc,Disney Interactive Studios,4.21,1.43,0,0.57,6.14,58,tbd,E
TomClancy'sGhostRecon2,PS2,2004,Shooter,Ubisoft,3.37,1.79,0,0.53,5.68,58,6,T
MarioTennisUltraSmash,WiiU,2015,Sports,Nintendo,1.63,1.88,1.75,0.25,5.5,58,5.3,E
DrawntoLife:TheNextChapter,Wii,2009,Puzzle,THQ,2,2.79,0,0.57,5.36,58,6,E
AllStarCheerSquad,Wii,2008,Sports,THQ,2.87,1.93,0,0.53,5.27,58,5.2,E
DragonBallZ:UltimateTenkaichi,PS3,2011,Fighting,Namco Bandai Games,2.25,1.5,0.75,0.58,5.08,58,5.4,T
Up,DS,2009,Action,THQ,2.14,1.93,0,0.5,4.57,58,tbd,E
ThePrincessandtheFrog,DS,2009,Platform,Disney Interactive Studios,2.93,1.14,0,0.36,4.43,58,tbd,E
ShrektheThird,X360,2007,Action,Activision,3.38,0.56,0,0.38,4.25,58,,
TimeCrisis:RazingStorm,PS3,2010,Shooter,Namco Bandai Games,1.38,1.54,0.54,0.62,4.15,58,5.9,T
DynastyWarriors:Gundam3,PS3,2010,Action,Tecmo Koei,0.85,0.31,2.77,0.15,4.15,58,7.5,T
Bleach:SoulResurreccion,PS3,2011,Fighting,Nippon Ichi Software,2.25,0.83,0.58,0.42,4.08,58,7.2,T
SteelDiver,3DS,2011,Action,Nintendo,2.58,0.75,0.42,0.25,4.08,58,6.3,E10+
NinjaGaiden3,PS3,2012,Action,Tecmo Koei,1.73,0.82,1,0.45,3.91,58,5,M
MaddenNFL12,Wii,2011,Sports,Electronic Arts,3.42,0,0,0.25,3.67,58,6.2,E
SamuraiWarriors2,PS2,2006,Action,Tecmo Koei,0.12,0.12,3.35,0.06,3.59,58,8.8,T
"Transformers:RevengeoftheFallen(XBox360,PS3,&PCVersions)",PS2,2009,Shooter,Activision,1.79,0.07,0,1.57,3.5,58,,
TMNT,X360,2007,Action,Ubisoft,3,0.19,0,0.31,3.5,58,6.3,E10+
WayoftheSamurai3,PS3,2008,Action,Gamebridge,1.2,0.53,1.47,0.27,3.47,58,7.9,M
GoDiegoGo!SafariRescue,Wii,2008,Action,Take-Two Interactive,3.13,0,0,0.27,3.47,58,,
LegendsofWrestling,PS2,2001,Fighting,Acclaim Entertainment,1.68,1.32,0,0.45,3.45,58,,
Dogz,DS,2006,Simulation,Ubisoft,2.94,0.06,0,0.24,3.29,58,7.8,E
TRON:Evolution,PS3,2010,Action,Disney Interactive Studios,2.08,0.69,0,0.38,3.23,58,6.2,T
RomancingSaGa,PS2,2005,Role-Playing,Square Enix,0.33,0.22,2.61,0.06,3.22,58,8,E10+
X2:Wolverine'sRevenge,PS2,2003,Platform,Activision,1.55,1.2,0,0.4,3.2,58,7.2,T
AloneintheDark,X360,2008,Adventure,Atari,0.93,2,0,0.33,3.2,58,5.7,M
OvertheHedge,PS2,2006,Platform,Activision,2.65,0.12,0,0.41,3.18,58,8.6,E10+
StarWars:Obi-Wan,XB,2001,Action,Activision,2.36,0.73,0,0.09,3.18,58,5.9,T
MobileSuitGundam:JourneytoJaburo,PS2,2000,Simulation,Namco Bandai Games,0.7,0.57,1.57,0.17,3.04,58,8.1,T
ResidentEvilOutbreakFile#2,PS2,2004,Action,Capcom,1,0.79,0.89,0.26,3,58,7.7,M
Darkstone,PS,2001,Role-Playing,Electronic Arts,1.68,1.14,0,0.18,3,58,8.3,T
DoraTheExplorer:DoraSavestheSnowPrincess,DS,2008,Platform,Take-Two Interactive,1.73,1,0,0.2,3,58,,
Cars:Race-O-Rama,PSP,2009,Racing,THQ,2.07,0.5,0,0.43,2.93,58,tbd,E
MegaManX7,PS2,2003,Action,Capcom,1.1,0.85,0.7,0.3,2.9,58,5.1,E
Avatar:TheGame,DS,2009,Action,Ubisoft,1.29,1.29,0,0.29,2.86,58,,
StyleLab:Makeover,DS,2009,Simulation,Ubisoft,2.43,0.21,0,0.21,2.86,58,tbd,E
BeeMovieGame,DS,2007,Action,Activision,2.56,0,0,0.19,2.81,58,tbd,E
ArmyofTwo:TheDevil'sCartel,PS3,2013,Shooter,Electronic Arts,1.1,1.1,0.1,0.5,2.8,58,6.7,M
Conflict:Vietnam,PS2,2004,Shooter,SCi,1.37,1.05,0,0.37,2.79,58,8.1,M
StarWarsTheCloneWars:RepublicHeroes,DS,2009,Action,LucasArts,1.57,1,0,0.29,2.79,58,5.3,E10+
Petz:Horsez2,DS,2007,Simulation,Ubisoft,2.44,0,0,0.19,2.69,58,tbd,E
Petz:Horsez2,Wii,2007,Simulation,Ubisoft,2.44,0,0,0.19,2.63,58,tbd,E
L.A.Rush,PS2,2005,Racing,Midway Games,1.28,1,0,0.33,2.61,58,8,T
Ener-G:GymRockets,DS,2008,Sports,Ubisoft,2.4,0,0,0.2,2.6,58,tbd,E
DeltaForce:BlackHawkDown,PS2,2005,Shooter,NovaLogic,1.22,0.94,0,0.33,2.56,58,8.8,T
DoraTheExplorer:DoraSavestheSnowPrincess,PS2,2008,Platform,Take-Two Interactive,1.27,1,0,0.33,2.53,58,tbd,E
PetzRescue:OceanPatrol,DS,2008,Adventure,Ubisoft,2.33,0,0,0.2,2.47,58,tbd,E
SenranKagura2:DeepCrimson,3DS,2014,Action,Marvelous Entertainment,1.11,0.22,0.89,0.11,2.44,58,6.8,M
TRON:Evolution,X360,2010,Action,Disney Interactive Studios,1.85,0.38,0,0.15,2.38,58,6,T
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,1.38,0.08,0.77,0.23,2.38,58,8.1,T
NinjaGaiden3,X360,2012,Action,Tecmo Koei,1.45,0.45,0.27,0.18,2.27,58,4.4,M
ClassicNESSeries:Metroid,GBA,2004,Adventure,Nintendo,1.37,0.53,0.37,0.05,2.26,58,8.6,E
FrontMissionEvolved,PS3,2010,Shooter,Square Enix,0.69,0.46,0.85,0.23,2.23,58,6,T
SimAnimals,Wii,2009,Simulation,Electronic Arts,1,0.93,0,0.21,2.21,58,2.1,E
TheSims2,GBA,2005,Simulation,Electronic Arts,1.56,0.56,0,0.06,2.17,58,7.5,E10+
CallofDuty:ModernWarfare3:Defiance,DS,2011,Shooter,Activision,1.58,0.33,0,0.17,2.17,58,,
PiratesoftheCaribbean:AtWorld'sEnd,X360,2007,Action,Disney Interactive Studios,1.81,0.13,0,0.19,2.13,58,5.3,T
Bladestorm:Nightmare,PS4,2015,Action,Tecmo Koei,1,0.5,0.38,0.25,2.13,58,6.5,T
DynastyWarriors7,X360,2011,Action,Tecmo Koei,1.33,0.5,0,0.17,2,58,8,T
ShapeUp,XOne,2014,Misc,Ubisoft,0.89,1,0,0.11,2,58,8.3,E
TheTerminator:DawnofFate,PS2,2002,Action,Atari,0.95,0.76,0,0.24,1.95,58,5.7,T
JimmyNeutron:BoyGenius,PS2,2002,Platform,THQ,0.95,0.76,0,0.24,1.95,58,5.8,E
FishingMaster,Wii,2007,Misc,Konami Digital Entertainment,1.81,0,0,0.13,1.94,58,8.1,E
MaddenNFL12,PSP,2011,Sports,Electronic Arts,1.75,0,0,0.17,1.92,58,tbd,E
Bleach:ShatteredBlade,Wii,2006,Fighting,Sega,1.24,0.06,0.47,0.12,1.88,58,7.5,T
ShrekSuperSlam,GBA,2005,Action,Activision,1.33,0.5,0,0.06,1.83,58,tbd,E10+
Spider-Man:EdgeofTime,PS3,2011,Action,Activision,1.08,0.58,0,0.25,1.83,58,7.2,T
SilentHill:BookofMemories,PSV,2012,Action,Konami Digital Entertainment,0.91,0.45,0,0.36,1.82,58,5.1,M
Disney'sTheHauntedMansion,PS2,2003,Platform,Take-Two Interactive,0.9,0.7,0,0.25,1.8,58,,
LittlestPetShop:CountryFriends,DS,2009,Simulation,Electronic Arts,1.64,0,0,0.14,1.79,58,tbd,E
MarvelNemesis:RiseoftheImperfects,PSP,2005,Fighting,Electronic Arts,1.61,0,0,0.11,1.78,58,8.7,T
TheLordoftheRings:Aragorn'sQuest,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.31,0.38,0,0.15,1.77,58,7.8,T
JackasstheGame,PS2,2007,Action,Empire Interactive,0.88,0.69,0,0.25,1.75,58,6.6,M
Bladestorm:TheHundredYears'War,PS3,2007,Action,Tecmo Koei,0.63,0.19,0.88,0.13,1.75,58,7.9,T
Shrek:Ogres&Dronkeys,DS,2007,Simulation,Activision,1.63,0,0,0.13,1.75,58,,
Boogie,DS,2007,Misc,Electronic Arts,1.5,0,0,0.13,1.69,58,tbd,E10+
Worms:BattleIslands,Wii,2010,Strategy,THQ,0.77,0.77,0,0.15,1.69,58,tbd,E10+
ESPNXGamesSkateboarding,PS2,2001,Sports,Konami Digital Entertainment,0.82,0.64,0,0.23,1.64,58,7.8,E
ShaunPalmer'sProSnowboarder,GBA,2001,Sports,Activision,1.18,0.45,0,0.05,1.64,58,tbd,E
Petz:Horsez2,PS2,2007,Simulation,Ubisoft,0.81,0.63,0,0.19,1.63,58,tbd,E
GregHastingsPaintball2,X360,2010,Shooter,Majesco Entertainment,1.46,0,0,0.08,1.62,58,8.3,E10+
FordMustang:TheLegendLives,PS2,2005,Racing,Take-Two Interactive,0.78,0.61,0,0.22,1.61,58,7.3,E
WayoftheSamurai4,PS3,2011,Action,Nippon Ichi Software,0,0.25,1.33,0.08,1.58,58,6.5,M
MarvelNemesis:RiseoftheImperfects,XB,2005,Fighting,Electronic Arts,1.17,0.33,0,0.06,1.56,58,7.5,T
FrontMissionEvolved,X360,2010,Shooter,Square Enix,0.77,0.54,0.15,0.15,1.54,58,6.1,T
Madagascar:Escape2Africa,PS3,2008,Action,Activision,0.8,0.53,0,0.2,1.53,58,6.8,E10+
RaymanDS,DS,2005,Platform,Ubisoft,1.17,0.17,0,0.11,1.44,58,7.6,E
uDrawStudio:InstantArtist,Wii,2011,Misc,THQ,0.5,0.75,0,0.17,1.42,58,tbd,E
JackasstheGame,PSP,2007,Action,Empire Interactive,0.56,0.5,0,0.31,1.38,58,7,M
HiddenMysteries:VampireSecrets,DS,2010,Adventure,Astragon,0.46,0.85,0,0.15,1.38,58,tbd,E10+
StreetHoops,XB,2002,Sports,Activision,1,0.29,0,0.05,1.33,58,8,T
TheLordoftheRings:Aragorn'sQuest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.77,0.31,0,0.15,1.31,58,6,T
TRON:Evolution,DS,2010,Action,Disney Interactive Studios,0.85,0.31,0,0.08,1.31,58,tbd,E10+
HorridHenry:MissionsofMischief,DS,2010,Adventure,SouthPeak Games,0.08,1.08,0,0.15,1.31,58,,E
Backbreaker,PS3,2010,Sports,Unknown,1.23,0,0,0.08,1.31,58,7,E
NBAShootOut2004,PS2,2003,Sports,Sony Computer Entertainment,0.65,0.5,0,0.15,1.3,58,7.8,E
Pitfall:TheMayanAdventure,GBA,2001,Platform,Interplay,0.91,0.32,0,0.05,1.27,58,tbd,E
IceAge:DawnoftheDinosaurs,PS2,2009,Action,Activision,0.57,0.5,0,0.14,1.21,58,tbd,E10+
WWESmackDownvs.Raw2009,DS,2008,Fighting,THQ,0.93,0.13,0,0.07,1.2,58,7.8,T
LostPlanet3,X360,2013,Shooter,Capcom,0.7,0.3,0.1,0.1,1.2,58,5.8,T
UntoldLegends:DarkKingdom,PS3,2006,Role-Playing,Electronic Arts,0.82,0.12,0.12,0.12,1.18,58,7.2,T
Shellshock:Nam'67,XB,2004,Shooter,Eidos Interactive,0.84,0.26,0,0.05,1.16,58,7,M
BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.55,0.45,0,0.15,1.15,58,6.2,T
DoctorWho:EvacuationEarth,DS,2010,Adventure,Asylum Entertainment,0,1,0,0.15,1.15,58,,
Watchmen:TheEndisNigh-TheCompleteExperience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.57,0.43,0,0.14,1.14,58,,
Spider-Man:FriendorFoe,PSP,2007,Action,Activision,1,0,0,0.06,1.13,58,4.4,E10+
PokemonRumbleWorld,3DS,2015,Action,Nintendo,0,0.13,1,0,1.13,58,6.4,E10+
TomClancy'sSplinterCell:Essentials,PSP,2006,Shooter,Ubisoft,1,0.06,0,0.12,1.12,58,7.5,M
HowtoTrainYourDragon,X360,2010,Action,Activision,0.85,0.15,0,0.08,1.08,58,7.6,E10+
WhirlTour,PS2,2002,Sports,Crave Entertainment,0.52,0.43,0,0.14,1.05,58,7,E
X2:Wolverine'sRevenge,XB,2003,Platform,Activision,0.75,0.2,0,0.05,1.05,58,6.4,T
Tenchu:FatalShadows,PS2,2004,Action,Sega,0.47,0.37,0,0.11,1,58,8,M
WheretheWildThingsAre,DS,2009,Platform,Warner Bros. Interactive Entertainment,0.86,0,0,0.07,1,58,tbd,E
Scarface:Money.Power.Respect.,PSP,2006,Strategy,Vivendi Games,0.88,0,0,0.06,0.94,58,3.1,M
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.42,0.42,0,0.08,0.92,58,tbd,E10+
GregHastingsPaintball2,Wii,2010,Shooter,505 Games,0.85,0,0,0.08,0.92,58,tbd,E10+
YoungJustice:Legacy,PS3,2013,Action,Namco Bandai Games,0.6,0.1,0,0.2,0.9,58,4.9,T
Cars:Mater-NationalChampionship,X360,2007,Racing,THQ,0.81,0,0,0.06,0.88,58,7.8,E
MonsterRancherDS,DS,2008,Role-Playing,Tecmo Koei,0.53,0,0.33,0.07,0.87,58,tbd,E
JohnDaly'sProStrokeGolf,PS3,2010,Sports,O-Games,0.69,0.08,0,0.08,0.85,58,4.1,E
CartoonNetwork:PunchTimeExplosion,3DS,2011,Fighting,Deep Silver,0.58,0.17,0,0.08,0.83,58,5.9,E10+
DoratheExplorer:DoraSavestheMermaids,PS2,2008,Platform,Take-Two Interactive,0.4,0.33,0,0.13,0.8,58,tbd,E
DynastyWarriors8:Empires,XOne,2014,Action,Tecmo Koei,0.44,0.22,0,0.11,0.78,58,6.8,T
FIFAStreet2,PSP,2006,Sports,Electronic Arts,0.41,0.29,0,0.12,0.76,58,6.9,E
GameofThrones,PC,2012,Role-Playing,Focus Home Interactive,0,0.64,0,0.09,0.73,58,6.5,M
Drakengard2,PS2,2005,Role-Playing,Ubisoft,0.33,0.28,0,0.11,0.72,58,5.5,M
StarWars:JediPowerBattles,GBA,2002,Action,THQ,0.48,0.19,0,0,0.67,58,tbd,T
ShiningSoul,GBA,2002,Role-Playing,Atari,0.14,0.05,0.43,0,0.67,58,8.5,E
AdventureTime:TheSecretoftheNamelessKingdom,X360,2014,Action,Little Orbit,0,0.56,0,0,0.67,58,7.5,E10+
Casper:SpiritDimensions,PS2,2001,Platform,TDK Mediactive,0.32,0.23,0,0.09,0.64,58,3.5,E
RockyBalboa,PSP,2007,Sports,Ubisoft,0.06,0.56,0,0.06,0.63,58,6.6,T
GoldenEye:RogueAgent,DS,2005,Shooter,Electronic Arts,0.56,0,0,0.06,0.61,58,7.5,T
Constantine,PS2,2005,Action,SCi,0.28,0.22,0,0.06,0.61,58,7.4,M
LEGORacers2,PS2,2001,Racing,Electronic Arts,0.27,0.23,0,0.09,0.59,58,tbd,E
ClockworkEmpires,PC,2016,Strategy,Unknown,0,0.57,0,0,0.57,58,3.8,RP
CodeLyoko:QuestforInfinity,Wii,2007,Action,Game Factory,0.44,0.06,0,0.06,0.56,58,8.5,E10+
MonsterRancherEVO,PS2,2005,Role-Playing,Tecmo Koei,0.11,0.11,0.28,0.06,0.56,58,6.8,E10+
BMXXXX,XB,2002,Sports,Acclaim Entertainment,0.38,0.1,0,0,0.52,58,7.8,M
Overlord:Minions,DS,2009,Puzzle,Codemasters,0.5,0,0,0.07,0.5,58,5.5,E10+
FullmetalAlchemist:DualSympathy,DS,2005,Role-Playing,Empire Interactive,0.28,0,0.22,0,0.5,58,7.3,T
PAC-MANandtheGhostlyAdventures,WiiU,2013,Platform,Namco Bandai Games,0.3,0.1,0,0,0.5,58,6.5,E10+
MonsterJam:MaximumDestruction,GBA,2002,Racing,Ubisoft,0.33,0.14,0,0,0.48,58,tbd,E
RLH:RunLikeHell,PS2,2002,Shooter,Virgin Interactive,0.24,0.19,0,0.05,0.48,58,8.2,M
FordRacing3,XB,2004,Racing,Take-Two Interactive,0.37,0.11,0,0,0.47,58,tbd,E
TrivialPursuitunhinged,XB,2004,Misc,Atari,0.37,0.11,0,0,0.47,58,8,T
RibbitKing,PS2,2003,Sports,Atari,0.25,0.2,0,0.05,0.45,58,6.5,E
Castlevania:LordsofShadow2,PC,2014,Action,Konami Digital Entertainment,0.11,0.33,0,0,0.44,58,7.7,M
SamuraiWestern,PS2,2004,Action,505 Games,0.21,0.16,0,0.05,0.42,58,7.6,M
TombRaider:Legend,DS,2006,Action,Eidos Interactive,0.24,0.12,0,0.06,0.41,58,8,T
LostinBlue2,DS,2007,Adventure,Konami Digital Entertainment,0.06,0.06,0.31,0,0.38,58,tbd,E10+
AliensintheAttic,DS,2009,Action,Playlogic Game Factory,0.36,0,0,0,0.36,58,6,E10+
BlackSigil:BladeoftheExiled,DS,2009,Role-Playing,Graffiti,0.36,0,0,0,0.36,58,7.5,E
Commandos:StrikeForce,PS2,2006,Shooter,Eidos Interactive,0.18,0.12,0,0.06,0.35,58,8.5,T
FighterMaker2,PS2,2002,Fighting,Enterbrain,0.14,0.14,0,0.05,0.33,58,7.8,T
Loons:TheFightForFame,XB,2002,Action,Atari,0.24,0.1,0,0,0.33,58,,
TeenageMutantNinjaTurtles3:MutantNightmare,DS,2005,Action,Konami Digital Entertainment,0.28,0,0,0,0.33,58,7,E
Assassin'sCreed:Altair'sChronicles,DS,2008,Platform,Ubisoft,0.2,0.07,0,0,0.33,58,6.3,T
MXvs.ATVSupercross,PS3,2014,Racing,Nordic Games,0.22,0.11,0,0,0.33,58,3.5,E
YoungJustice:Legacy,3DS,2013,Action,Namco Bandai Games,0.3,0,0,0,0.3,58,7.1,E10+
YoungJustice:Legacy,Wii,2013,Action,Namco Bandai Games,0,0.3,0,0,0.3,58,,T
OvertheHedge:HammyGoesNuts!,PSP,2006,Platform,Activision,0.29,0,0,0,0.29,58,tbd,E
Wreckless:ThEYaKuzaMisSiOns,GC,2002,Racing,Activision,0.19,0.05,0,0,0.29,58,tbd,T
XiaolinShowdown,DS,2006,Action,Konami Digital Entertainment,0.29,0,0,0,0.29,58,tbd,E
Codename:KidsNextDoor:OperationV.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,0.22,0.06,0,0,0.28,58,tbd,E10+
ShauntheSheep,DS,2008,Adventure,D3Publisher,0.27,0,0,0,0.27,58,tbd,E
Futurama,XB,2003,Platform,SCi,0.15,0.05,0,0,0.25,58,6.9,T
VirtuaStriker2002,GC,2002,Sports,Sega,0.05,0,0.14,0,0.24,58,6,E
PunchKing,GBA,2002,Fighting,Acclaim Entertainment,0.14,0.05,0,0,0.24,58,tbd,E
YanyaCaballista:CitySkater,PS2,2001,Sports,Tecmo Koei,0.09,0.09,0,0.05,0.23,58,6.3,E
SuperArmyWar,GBA,2005,Action,Flashpoint Games,0.17,0.06,0,0,0.22,58,tbd,T
OmegaQuintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.22,0,0.22,58,7.1,T
HotelGiant2,PC,2008,Strategy,JoWood Productions,0,0.2,0,0,0.2,58,2.5,E
SniperEliteV2,WiiU,2013,Shooter,505 Games,0,0.2,0,0,0.2,58,5.8,M
PetAlien:AnIntergalacticPuzzlepalooza,DS,2007,Action,Game Factory,0.19,0,0,0,0.19,58,tbd,E
TheLegendofHeroesIII:SongoftheOcean,PSP,2006,Role-Playing,Namco Bandai Games,0.18,0,0,0,0.18,58,6.1,E10+
HorridHenry:MissionsofMischief,Wii,2010,Adventure,SouthPeak Games,0,0.08,0,0,0.15,58,,E
Whiteout,XB,2002,Racing,Konami Digital Entertainment,0.1,0.05,0,0,0.14,58,tbd,T
TheFastandtheFurious,PSP,2007,Racing,Deep Silver,0.13,0,0,0,0.13,58,5.3,T
Wall-E,PC,2008,Platform,THQ,0,0.07,0,0,0.13,58,6.8,E
SamuraiShodownV,XB,2006,Fighting,Ignition Entertainment,0.12,0,0,0,0.12,58,tbd,T
IronPhoenix,XB,2005,Fighting,Sega,0.11,0,0,0,0.11,58,6.5,T
